job,model,dataset,src_layer,tgt_layer,sdc_group,rows,finite_rows,non_finite_rows,non_finite_rate
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,25,26,significant_sdc,258,119,139,0.5387596899224807
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,26,27,non_sdc,6331,6331,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,26,27,non_significant_sdc,911,911,0,0.0
qwen25_vl_vqav2,Qwen2.5-VL-7B,VQAv2,26,27,significant_sdc,258,115,143,0.5542635658914729
internvl3_earthvqa,InternVL3-8B,EarthVQA,0,1,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,0,1,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,0,1,significant_sdc,436,417,19,0.04357798165137616
internvl3_earthvqa,InternVL3-8B,EarthVQA,1,2,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,1,2,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,1,2,significant_sdc,436,413,23,0.05275229357798161
internvl3_earthvqa,InternVL3-8B,EarthVQA,2,3,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,2,3,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,2,3,significant_sdc,436,405,31,0.07110091743119262
internvl3_earthvqa,InternVL3-8B,EarthVQA,3,4,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,3,4,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,3,4,significant_sdc,436,399,37,0.08486238532110091
internvl3_earthvqa,InternVL3-8B,EarthVQA,4,5,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,4,5,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,4,5,significant_sdc,436,388,48,0.11009174311926606
internvl3_earthvqa,InternVL3-8B,EarthVQA,5,6,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,5,6,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,5,6,significant_sdc,436,378,58,0.1330275229357798
internvl3_earthvqa,InternVL3-8B,EarthVQA,6,7,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,6,7,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,6,7,significant_sdc,436,368,68,0.15596330275229353
internvl3_earthvqa,InternVL3-8B,EarthVQA,7,8,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,7,8,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,7,8,significant_sdc,436,354,82,0.18807339449541283
internvl3_earthvqa,InternVL3-8B,EarthVQA,8,9,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,8,9,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,8,9,significant_sdc,436,344,92,0.21100917431192656
internvl3_earthvqa,InternVL3-8B,EarthVQA,9,10,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,9,10,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,9,10,significant_sdc,436,335,101,0.231651376146789
internvl3_earthvqa,InternVL3-8B,EarthVQA,10,11,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,10,11,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,10,11,significant_sdc,436,326,110,0.2522935779816514
internvl3_earthvqa,InternVL3-8B,EarthVQA,11,12,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,11,12,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,11,12,significant_sdc,436,305,131,0.3004587155963303
internvl3_earthvqa,InternVL3-8B,EarthVQA,12,13,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,12,13,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,12,13,significant_sdc,436,294,142,0.32568807339449546
internvl3_earthvqa,InternVL3-8B,EarthVQA,13,14,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,13,14,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,13,14,significant_sdc,436,286,150,0.34403669724770647
internvl3_earthvqa,InternVL3-8B,EarthVQA,14,15,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,14,15,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,14,15,significant_sdc,436,271,165,0.37844036697247707
internvl3_earthvqa,InternVL3-8B,EarthVQA,15,16,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,15,16,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,15,16,significant_sdc,436,261,175,0.4013761467889908
internvl3_earthvqa,InternVL3-8B,EarthVQA,16,17,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,16,17,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,16,17,significant_sdc,436,251,185,0.42431192660550454
internvl3_earthvqa,InternVL3-8B,EarthVQA,17,18,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,17,18,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,17,18,significant_sdc,436,235,201,0.46100917431192656
internvl3_earthvqa,InternVL3-8B,EarthVQA,18,19,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,18,19,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,18,19,significant_sdc,436,230,206,0.47247706422018354
internvl3_earthvqa,InternVL3-8B,EarthVQA,19,20,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,19,20,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,19,20,significant_sdc,436,218,218,0.5
internvl3_earthvqa,InternVL3-8B,EarthVQA,20,21,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,20,21,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,20,21,significant_sdc,436,212,224,0.5137614678899083
internvl3_earthvqa,InternVL3-8B,EarthVQA,21,22,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,21,22,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,21,22,significant_sdc,436,197,239,0.5481651376146789
internvl3_earthvqa,InternVL3-8B,EarthVQA,22,23,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,22,23,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,22,23,significant_sdc,436,181,255,0.5848623853211009
internvl3_earthvqa,InternVL3-8B,EarthVQA,23,24,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,23,24,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,23,24,significant_sdc,436,171,265,0.6077981651376148
internvl3_earthvqa,InternVL3-8B,EarthVQA,24,25,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,24,25,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,24,25,significant_sdc,436,158,278,0.6376146788990826
internvl3_earthvqa,InternVL3-8B,EarthVQA,25,26,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,25,26,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,25,26,significant_sdc,436,151,285,0.6536697247706422
internvl3_earthvqa,InternVL3-8B,EarthVQA,26,27,non_sdc,5364,5364,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,26,27,non_significant_sdc,1685,1685,0,0.0
internvl3_earthvqa,InternVL3-8B,EarthVQA,26,27,significant_sdc,436,141,295,0.676605504587156
internvl3_lingoqa,InternVL3-8B,LingoQA,0,1,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,0,1,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,0,1,significant_sdc,433,422,11,0.025404157043879882
internvl3_lingoqa,InternVL3-8B,LingoQA,1,2,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,1,2,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,1,2,significant_sdc,433,412,21,0.0484988452655889
internvl3_lingoqa,InternVL3-8B,LingoQA,2,3,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,2,3,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,2,3,significant_sdc,433,405,28,0.0646651270207852
internvl3_lingoqa,InternVL3-8B,LingoQA,3,4,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,3,4,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,3,4,significant_sdc,433,398,35,0.0808314087759815
internvl3_lingoqa,InternVL3-8B,LingoQA,4,5,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,4,5,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,4,5,significant_sdc,433,386,47,0.10854503464203236
internvl3_lingoqa,InternVL3-8B,LingoQA,5,6,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,5,6,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,5,6,significant_sdc,433,376,57,0.13163972286374137
internvl3_lingoqa,InternVL3-8B,LingoQA,6,7,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,6,7,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,6,7,significant_sdc,433,366,67,0.15473441108545039
internvl3_lingoqa,InternVL3-8B,LingoQA,7,8,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,7,8,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,7,8,significant_sdc,433,360,73,0.1685912240184757
internvl3_lingoqa,InternVL3-8B,LingoQA,8,9,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,8,9,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,8,9,significant_sdc,433,344,89,0.20554272517321015
internvl3_lingoqa,InternVL3-8B,LingoQA,9,10,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,9,10,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,9,10,significant_sdc,433,332,101,0.233256351039261
internvl3_lingoqa,InternVL3-8B,LingoQA,10,11,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,10,11,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,10,11,significant_sdc,433,320,113,0.26096997690531176
internvl3_lingoqa,InternVL3-8B,LingoQA,11,12,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,11,12,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,11,12,significant_sdc,433,311,122,0.2817551963048499
internvl3_lingoqa,InternVL3-8B,LingoQA,12,13,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,12,13,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,12,13,significant_sdc,433,299,134,0.30946882217090066
internvl3_lingoqa,InternVL3-8B,LingoQA,13,14,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,13,14,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,13,14,significant_sdc,433,292,141,0.32563510392609696
internvl3_lingoqa,InternVL3-8B,LingoQA,14,15,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,14,15,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,14,15,significant_sdc,433,277,156,0.36027713625866054
internvl3_lingoqa,InternVL3-8B,LingoQA,15,16,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,15,16,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,15,16,significant_sdc,433,272,161,0.371824480369515
internvl3_lingoqa,InternVL3-8B,LingoQA,16,17,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,16,17,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,16,17,significant_sdc,433,251,182,0.4203233256351039
internvl3_lingoqa,InternVL3-8B,LingoQA,17,18,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,17,18,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,17,18,significant_sdc,433,240,193,0.4457274826789839
internvl3_lingoqa,InternVL3-8B,LingoQA,18,19,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,18,19,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,18,19,significant_sdc,433,232,201,0.46420323325635104
internvl3_lingoqa,InternVL3-8B,LingoQA,19,20,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,19,20,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,19,20,significant_sdc,433,217,216,0.4988452655889145
internvl3_lingoqa,InternVL3-8B,LingoQA,20,21,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,20,21,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,20,21,significant_sdc,433,214,219,0.5057736720554272
internvl3_lingoqa,InternVL3-8B,LingoQA,21,22,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,21,22,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,21,22,significant_sdc,433,199,234,0.5404157043879907
internvl3_lingoqa,InternVL3-8B,LingoQA,22,23,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,22,23,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,22,23,significant_sdc,433,195,238,0.5496535796766744
internvl3_lingoqa,InternVL3-8B,LingoQA,23,24,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,23,24,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,23,24,significant_sdc,433,179,254,0.5866050808314087
internvl3_lingoqa,InternVL3-8B,LingoQA,24,25,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,24,25,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,24,25,significant_sdc,433,163,270,0.6235565819861432
internvl3_lingoqa,InternVL3-8B,LingoQA,25,26,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,25,26,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,25,26,significant_sdc,433,155,278,0.6420323325635104
internvl3_lingoqa,InternVL3-8B,LingoQA,26,27,non_sdc,5762,5762,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,26,27,non_significant_sdc,1293,1293,0,0.0
internvl3_lingoqa,InternVL3-8B,LingoQA,26,27,significant_sdc,433,143,290,0.6697459584295612
internvl3_vqav2,InternVL3-8B,VQAv2,0,1,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,0,1,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,0,1,significant_sdc,465,451,14,0.03010752688172047
internvl3_vqav2,InternVL3-8B,VQAv2,1,2,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,1,2,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,1,2,significant_sdc,465,446,19,0.04086021505376347
internvl3_vqav2,InternVL3-8B,VQAv2,2,3,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,2,3,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,2,3,significant_sdc,465,433,32,0.0688172043010753
internvl3_vqav2,InternVL3-8B,VQAv2,3,4,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,3,4,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,3,4,significant_sdc,465,416,49,0.10537634408602148
internvl3_vqav2,InternVL3-8B,VQAv2,4,5,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,4,5,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,4,5,significant_sdc,465,403,62,0.1333333333333333
internvl3_vqav2,InternVL3-8B,VQAv2,5,6,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,5,6,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,5,6,significant_sdc,465,387,78,0.16774193548387095
internvl3_vqav2,InternVL3-8B,VQAv2,6,7,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,6,7,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,6,7,significant_sdc,465,378,87,0.18709677419354842
internvl3_vqav2,InternVL3-8B,VQAv2,7,8,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,7,8,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,7,8,significant_sdc,465,369,96,0.20645161290322578
internvl3_vqav2,InternVL3-8B,VQAv2,8,9,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,8,9,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,8,9,significant_sdc,465,364,101,0.21720430107526878
internvl3_vqav2,InternVL3-8B,VQAv2,9,10,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,9,10,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,9,10,significant_sdc,465,354,111,0.2387096774193549
internvl3_vqav2,InternVL3-8B,VQAv2,10,11,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,10,11,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,10,11,significant_sdc,465,345,120,0.25806451612903225
internvl3_vqav2,InternVL3-8B,VQAv2,11,12,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,11,12,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,11,12,significant_sdc,465,335,130,0.27956989247311825
internvl3_vqav2,InternVL3-8B,VQAv2,12,13,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,12,13,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,12,13,significant_sdc,465,318,147,0.31612903225806455
internvl3_vqav2,InternVL3-8B,VQAv2,13,14,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,13,14,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,13,14,significant_sdc,465,309,156,0.3354838709677419
internvl3_vqav2,InternVL3-8B,VQAv2,14,15,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,14,15,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,14,15,significant_sdc,465,304,161,0.3462365591397849
internvl3_vqav2,InternVL3-8B,VQAv2,15,16,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,15,16,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,15,16,significant_sdc,465,289,176,0.378494623655914
internvl3_vqav2,InternVL3-8B,VQAv2,16,17,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,16,17,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,16,17,significant_sdc,465,275,190,0.4086021505376344
internvl3_vqav2,InternVL3-8B,VQAv2,17,18,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,17,18,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,17,18,significant_sdc,465,257,208,0.4473118279569892
internvl3_vqav2,InternVL3-8B,VQAv2,18,19,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,18,19,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,18,19,significant_sdc,465,242,223,0.4795698924731183
internvl3_vqav2,InternVL3-8B,VQAv2,19,20,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,19,20,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,19,20,significant_sdc,465,225,240,0.5161290322580645
internvl3_vqav2,InternVL3-8B,VQAv2,20,21,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,20,21,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,20,21,significant_sdc,465,221,244,0.5247311827956989
internvl3_vqav2,InternVL3-8B,VQAv2,21,22,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,21,22,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,21,22,significant_sdc,465,212,253,0.5440860215053763
internvl3_vqav2,InternVL3-8B,VQAv2,22,23,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,22,23,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,22,23,significant_sdc,465,200,265,0.5698924731182795
internvl3_vqav2,InternVL3-8B,VQAv2,23,24,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,23,24,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,23,24,significant_sdc,465,182,283,0.6086021505376344
internvl3_vqav2,InternVL3-8B,VQAv2,24,25,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,24,25,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,24,25,significant_sdc,465,168,297,0.6387096774193548
internvl3_vqav2,InternVL3-8B,VQAv2,25,26,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,25,26,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,25,26,significant_sdc,465,157,308,0.6623655913978495
internvl3_vqav2,InternVL3-8B,VQAv2,26,27,non_sdc,5786,5786,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,26,27,non_significant_sdc,1239,1239,0,0.0
internvl3_vqav2,InternVL3-8B,VQAv2,26,27,significant_sdc,465,136,329,0.7075268817204301
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,0,1,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,0,1,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,0,1,significant_sdc,183,73,110,0.6010928961748634
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,1,2,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,1,2,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,1,2,significant_sdc,183,70,113,0.6174863387978142
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,2,3,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,2,3,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,2,3,significant_sdc,183,70,113,0.6174863387978142
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,3,4,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,3,4,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,3,4,significant_sdc,183,67,116,0.6338797814207651
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,4,5,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,4,5,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,4,5,significant_sdc,183,63,120,0.6557377049180328
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,5,6,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,5,6,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,5,6,significant_sdc,183,60,123,0.6721311475409837
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,6,7,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,6,7,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,6,7,significant_sdc,183,59,124,0.6775956284153005
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,7,8,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,7,8,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,7,8,significant_sdc,183,58,125,0.6830601092896175
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,8,9,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,8,9,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,8,9,significant_sdc,183,56,127,0.6939890710382514
